url,title,company,sector,job_role,salary,qualification,specialization,location,gender,age_limit,openings,experience,job_type,open_until,description,skills,additional_skills,company_jobs_count,company_logo
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031305191921304,Office Assistant (Multi Task),OPTECH SOFTWARE,IT-ITES,COMPUTER OPERATOR,"~15,000 p.m |",Job Fair,,Coimbatore,Female,20-25,5,Fresher,Regular,15-04-2025,We are seeking a highly organized and detail-oriented Office Assistant to provide administrative support to our team. The successful candidate will be responsible for performing a variety of tasks to ensure the smooth operation of the office.,Communication Analyst,"Communication: Assist with preparing and sending correspondence, including emails, letters, and reports.",4,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2231018232425100.JPG
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031805032128560,Spray Painter,Epic coating Academy,Paints & Coatings,Liquid Paint Processing Operator,"15,000 - 25,000 p.m |",Job Fair,,Coimbatore,Male,18-25,30,3 Years,Regular,15-04-2025,"The Spray Painter is responsible for applying paint and coatings to industrial and engineering parts using manual, air-assisted, airless, or electrostatic spray equipment . The role involves surface preparation, precise paint application, quality control, and maintenance of spray equipment to ensure durable and defect-free finishes. The ideal candidate should have experience in industrial coating processes, knowledge of different paint types, and the ability to work in a fast-paced production environment .","Automotive Body Painting Technician Level 3, Automotive Paintshop Assistant",spray equipment PM,4,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2241005135632229.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031710183412824,Machine Operators,YUKA INTERIOR AND FURNITURES,Furniture & Fittings,Assembler–Modular Furniture,"~15,000 p.m |",Job Fair,,Perambalur,Male,18-35,10,Fresher,Regular,15-04-2025,machine operating and fitting furnitures.....9.30-6.30 job...no experience is needed,Abrasion machine operator,basic understanding of measurments  is enough,1,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031412233302632,Shift Incharge Production,Swami Feeds Private Limited,Agriculture,"Poultry feed, Food safety and Labelling Supervisor","25,000 - 50,000 p.m |",Job Fair,,Tiruppur,Male,18-35,5,5 Years,Regular,15-04-2025,"Responsible for achieving the production target by managing employee shift schedules, raw materials availability, and production equipment on a daily basis. Ensure effective execution of the production plan by recording all the details in the shift handover note and share the same with the next shift in-charge. Responsible for preparation and operation of the plant by proper maintenance of machineries and workplace. Monitor various operational and maintenance sections continuously and supervise staff to ensure that the tasks are completed on time by adhering to safety laws. Responsible for ordering and movement of raw materials by using FIFO for production in coordination with the despatch section and verify those stocks on daily basis. Evaluate staff performance and provide necessary training and ensure the safety of all employees. Responsible for addressing and resolving customer and employee complaints if any. Ensure the quality of feed is up to the standards specified and yields the expected outcome. Coordinate with other department heads to monitor the feed production and sales to plan for the future and other activities accordingly. Optimise the plant and manpower utilization for effective and efficient production of feed. Ensure continuous benchmark of industry practices in relevant fields and provide recommendations.","Poultry feed, food safety and labelling supervisor",poultry,10,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031801050021235,Web Developer,Atozerv India Pvt Ltd,IT-ITES,Web Developer,"15,000 - 25,000 p.m |",Job Fair,,Coimbatore,All,18-30,15,1 Year,Regular,15-04-2025,"We are seeking a talented Web Developer with expertise in front-end and back-end development using HTML, CSS, JavaScript, Python Full-Stack, MERN Stack, and MEAN Stack . The ideal candidate will be responsible for designing, developing, and maintaining high-performance web applications. Roles & Responsibilities: Web Development & Design ✅ Develop and maintain responsive and interactive websites. ✅ Build dynamic web applications using MERN, MEAN, and Python Full-Stack . ✅ Convert UI/UX wireframes into functional web pages using React.js, Angular, or Vue.js . Required Skills & Qualifications: ✔ Front-End Technologies: HTML, CSS, JavaScript, Bootstrap. JavaScript frameworks: React.js, Angular, Vue.js UI/UX tools: Figma, Adobe XD ✔ Back-End Technologies: Python (Django, Flask), Node.js (Express.js) MERN Stack (MongoDB, Express.js, React.js, Node.js) MEAN Stack (MongoDB, Express.js, Angular, Node.js)","Software Developer, Web Developer",N/A,2,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2240202140206794.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031805111428810,Technical Sales Associate,Epic coating Academy,Paints & Coatings,Technical Sales Representative,"15,000 - 25,000 p.m |",Job Fair,,Coimbatore,All,18-25,3,2 Years,Regular,15-04-2025,"The Technical Sales Representative for Coating Industrial Services & Skill Evaluation is responsible for driving sales and business growth by promoting coating solutions, equipment, and skill assessment services to industrial and manufacturing clients. This role requires technical expertise in industrial coating processes, strong communication skills, and the ability to provide consultative solutions to customers looking to improve their painting operations, reduce waste, and enhance efficiency.","Dealership Sales and Value Added Services Executive, Market Analyst cum Supervisor - RSS Trading",N/A,4,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2241005135632229.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031807210234082,Production engineer,ECI SYSTEMS PRIVATE LIMITED,Manufacturing,Production Assistant,"15,000 - 25,000 p.m |",Job Fair,,Coimbatore,All,21-35,30,2 Years,Regular,15-04-2025,"Assembly of Electrical Control Panels, Junction Boxes and some wire harnesses from prints.  responsible for the physical assembly, wiring and testing of control panels for industrial equipment. Job Functions and Description Roles and Responsibilities: Dimension and layout of back panels and enclosures Mounting of components to back panels and enclosures Routing and bundling of wire and cables neatly to meet wiring standards Point to point wiring of relays, controls, PLCs, I/O Modules, VFDs, Interfaces, & Instrumentation Troubleshoot panels as needed to eliminate wiring errors and component malfunctions Maintain red line drawing mark-ups of changes required during fabrication Communicate red line changes to Engineer or Team Leader for revision prior to completion Communicates effectively with all team members, leads, builders, engineers and the Project Manager The ability to meet deadlines under pressure A high standard of quality and attention to detail. Perform other duties as assigned or as needed. Skills/Knowledge: ITI / Diploma / BE in electrical and electronics","Electrical Assembly Operator – Control Panel, Electrical Technician",knowledge in 5 S,10,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2250317152214141.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031804573928437,Production Assistant,Epic coating Academy,Paints & Coatings,General Industrial (Liquid) Painter,"15,000 - 25,000 p.m |",Job Fair,,Coimbatore,Male,18-25,5,2 Years,Regular,15-04-2025,"The Production Assistant in the Paint & Industrial Coating sector supports the production team in executing and maintaining high-quality coating applications. This role ensures smooth workflow, assists in paint preparation and application processes, monitors equipment operation, and maintains safety and quality standards. The individual will collaborate with supervisors, technicians, and operators to optimize efficiency and minimize paint waste.","Assistant Paint Inspector, Automotive Paintshop Assistant",N/A,4,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2241005135632229.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031805164834947,Abrasive blaster industrial,Epic coating Academy,Manufacturing,Production Assistant,"15,000 - 25,000 p.m |",Job Fair,,Coimbatore,Male,18-25,13,2 Years,Regular,15-04-2025,"The Blasting Operator is responsible for preparing metal and industrial surfaces by using abrasive blasting techniques to remove rust, scale, old coatings, and contaminants before painting or coating applications. The role ensures surfaces are cleaned to required industry standards, contributing to superior adhesion, durability, and corrosion protection of coatings. The ideal candidate should have experience in sandblasting, shot blasting, or grit blasting operations , along with a strong understanding of safety protocols and equipment maintenance.","Abrasion machine operator, Automotive Paintshop Assistant",blasting and spray painting skills,4,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2241005135632229.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031412212002731,Shift Supervisor,Swami Feeds Private Limited,Agriculture,"Poultry feed, Food safety and Labelling Supervisor","~15,000 p.m |",Job Fair,,Tiruppur,Male,18-30,10,Fresher,Regular,15-04-2025,"Responsible for achieving the production target by managing employee shift schedules, raw materials availability, and production equipment on a daily basis. Ensure effective execution of the production plan by recording all the details in the shift handover note and share the same with the next shift in-charge. Responsible for preparation and operation of the plant by proper maintenance of machineries and workplace.","Poultry feed, food safety and labelling supervisor",N/A,10,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25040105451206358,Team Leader for Voice Process,IVA INSURANCE BROKING PVT LTD,"Banking, Financial Services and Insurance",Telecaller,"15,000 - 25,000 p.m |",Job Fair,,Chennai,Female,19-33,10,2 Years,Regular,13-04-2025,"The Loan and Insurance Team Leader is responsible for managing a cross-functional team that handles both loan origination and insurance services. This role requires overseeing daily operations related to loan applications, processing, underwriting, and insurance policy management. The team leader ensures that all loan and insurance transactions are executed efficiently, meet regulatory requirements, and maintain high standards of customer service. Additionally, they are tasked with motivating, training, and developing team members to achieve both sales and operational goals. Lead the team in cross-selling loan products and insurance services to clients to achieve sales targets. Develop and maintain strong relationships with clients, addressing their loan and insurance needs.","Business Development Executive, Customer Relationship Executive, Team Leader, Telecaller",Team handling,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2250221165906792.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25032001162029672,Techinition,snowwhite water solutions pvt ltd,Plumbing,Plumber - General,"15,000 - 25,000 p.m |",Job Fair,General,Chennai,Male,18-28,15,Fresher,Regular,13-04-2025,Water treatement  Projects,"Electrical Technician, Plumber (Pipeline), Plumber (Pumps and E/M Mechanic)",other language,4,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2230219000931848.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031305384316492,Scan Report Typist,ARUN HOSPITAL,Healthcare,Hospital Front Desk Coordinator,"~15,000 p.m |",Job Fair,,Thiruchirappalli,Female,21-35,1,3 Years,Regular,14-04-2025,A scan report typist is responsible for transcribing medical scan reports into textual format. The job not only requires fast and accurate typing skills but also an understanding of medical terms and the ability to handle sensitive information securely.,Hospital Front Desk Coordinator,"Basic English Knowledge, Typing",3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2250312181245740.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031305460916446,Staff Nurse (Medical & Surgical / OG / OT / NICU / ICU / Pediatrics),ARUN HOSPITAL,Healthcare,STAFF NURSE,"~15,000 p.m |",Job Fair,,Thiruchirappalli,Female,21-35,2,3 Years,Regular,14-04-2025,"We are looking for a registered nurse to join our nursing staff in providing excellent health care to our patients. Maintaining accurate, complete health care records and reports. Administering medications to patients and monitoring them for side effects and reactions. Recording patient vital signs and medical information. Monitoring, reporting, and recording symptoms or changes in patient conditions.",Patient Care Assistant (Options: Critical Care/Maternal & Newborn Care/ Dialysis/ Parturition),Bachelor degree or master degree in nursing. Basic Computer Knowledge,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2250312181245740.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031812180406132,Telecaller,SAFFRON TECHNOLOGIES,"Banking, Financial Services and Insurance",Telecaller,"15,000 - 25,000 p.m |",Job Fair,,Tiruvallur,All,18-40,30,Fresher,Regular,14-04-2025,BANKING RECOVERY PROCESS,Computer Designer,N/A,1,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2250317155922696.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031305275416144,OT Nurse,ARUN HOSPITAL,Healthcare,Operating Theatre Technician,7500-10000 p.m |,Job Fair,,Thiruchirappalli,Female,21-35,1,5 Years,Regular,14-04-2025,We are looking for a competent Operating room nurse (or perioperative nurse) to assist surgeons during operations and keep the operating room sterile at all times. Assessing patients prior to surgery and alleviating their concerns Gathering all supplies needed for the operation Assuming responsibility of keeping the operating room sterilized Position and prepare patient on operating table Monitor patient’s vital signs to detect anomalies,Operating Theatre Technician,N/A,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2250312181245740.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25022612334904413,CRE,ABVR MOTORS,Automotive,Customer Relationship Executive,7500-10000 p.m |,Job Fair,,Cuddalore,Female,20-26,2,1 Year,Regular,14-04-2025,"Application invited for the post of Customer Relationship Executive-CRE for Two Wheeler Showroom-ABVR MOTORS, Cuddalore, Tamilnadu Qualification: Any degree/Diploma Female candidates from cuddalore location are preferable FRESHERS ARE ALSO WELCOME Having system knowledge is a plus","Billing Executive, Customer Relationship Executive",N/A,55,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2200810151808168.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25032406282134421,GENERAL MANAGER,Radiance Technoplaste Pvt Ltd,Manufacturing,Sales Executive,"25,000 - 50,000 p.m |",Job Fair,,Coimbatore,All,25-50,1,10 Years,Regular,14-04-2025,"Core Responsibilities: Sales Team Leadership and Management: Recruit, hire, train, and mentor sales personnel. Motivate and coach the sales team to achieve peak performance. Provide ongoing feedback and performance evaluations. Manage the sales pipeline and ensure effective sales processes. Sales Operations and Administration: Oversee the day-to-day operations of the sales department. Manage the sales budget and track expenses. Monitor sales performance and identify areas for improvement. Ensure compliance with company policies and procedures. Customer Relationship Management (CRM): Utilize CRM systems to manage customer interactions and track sales activities. Develop and maintain strong relationships with key customers. Address customer inquiries and resolve issues promptly. Reporting and Analysis: Prepare regular sales reports and dashboards to track performance. Analyze sales data to identify trends and opportunities. Provide insights and recommendations to improve sales performance. Sales Strategy and Planning: Set realistic sales goals and objectives for the team and individual sales representatives. Conduct market research and analysis to identify opportunities and trends. Develop and execute sales plans, including pricing strategies and promotional activities. Develop and implement comprehensive sales strategies and plans to achieve revenue targets. Skills and Qualifications: Strong leadership and management skills: Ability to motivate, coach, and develop a high-performing sales team. Excellent communication and interpersonal skills: Ability to effectively communicate with sales team members, customers, and stakeholders. Proven sales experience: Track record of success in achieving sales targets. Strong analytical skills: Ability to analyze data and identify trends. Proficiency in CRM systems: Experience using CRM software to manage sales activities. Understanding of sales processes and best practices: Knowledge of different sales techniques and strategies. Ability to work independently and as part of a team: Flexibility and adaptability to changing priorities. Bachelor's degree in business administration, marketing, or a related field: Preferred.","Key Accounts Sales Manager, Regional Sales Manager",N/A,3,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2250324131838897.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25031111402434286,MCC/PCC Electrical Wiring,MGS Automation,Manufacturing,Production Assistant,"~15,000 p.m |",Job Fair,,Coimbatore,All,18-27,5,Fresher,Regular,14-04-2025,"Ability to read and understand moderately complex to very complex blueprints, wiring diagrams, bill of materials, and schematics and work independently. · Ability to read and understand the Electrical SLD and Multiwire drawings and need to do wiring accordingly. · Good Knowledge on Cable Crimping, Torquing and Wire harness. · Routing and bundling of wire and cables neatly to meet wiring standards. · Mounting of components to back panels and enclosures · Good understanding of electrical principles and UL requirements helpful. · Troubleshoot panels as needed to eliminate wiring errors and component malfunctions. · Expertise with basic hand tools, air tools, gages and torque wrenches. · Must take initiative to evaluate, troubleshoot and resolve assembly problems. · Assembles very small to very large sized parts and performs wiring assembly. · When discrepancies occur between bill of materials and drawings, utilizes independent judgement to determine course of action. · Performs entire wiring assembly operation of one job (from pre-arranged kit) from start to finish. · Responsible for own product quality, proper measuring techniques, and tool use and care. · Evaluates and performs basic to moderately complex troubleshooting, and obtains support from supervision, and engineering as needed. · Perform other duties as assigned or as needed. · The ability to meet deadlines under pressure","Drilling Operator, Wireman – Control Panel",N/A,2,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2250307195557243.png
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25022612113104869,PDI INCHARGE,ABVR MOTORS,Automotive,PDI Incharge,7500-10000 p.m |,Job Fair,,Cuddalore,Male,20-28,1,1 Year,Regular,14-04-2025,"Application invited for the post of PDI Incharge for Two Wheeler Showroom-ABVR MOTORS, Chidambaram, Tamilnadu Male candidates from Chidambaram location are preferable Qualification: Any Degree/Diploma FRESHERS ARE ALSO WELCOME","PDI Incharge, PDI Supervisor",N/A,55,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2200810151808168.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25030509115634725,Sales Executive,HORTBIO TECHNOLOGIES PRIVATE LIMITED,Manufacturing,Sales Executive,"~15,000 p.m |",Job Fair,,Coimbatore,Male,20-35,2,4 Years,Regular,15-04-2025,"Technical Expertise: Thorough knowledge of microbial testing methods, culture media, identification techniques, sterility testing, and relevant industry standards (e.g., FDA, ISO). Understanding of various microbial applications across different sectors like pharmaceuticals, food & beverage, cosmetics, environmental monitoring, and clinical diagnostics. Sales Development: Identify potential customers within assigned territory through market research, networking, and lead generation. Conduct in-depth needs analysis to understand customer requirements and recommend appropriate microbial testing products or services. Prepare and deliver technical presentations showcasing product features and benefits to customers. Negotiate pricing and contracts to close sales deals. Customer Relationship Management: Build strong relationships with key decision-makers at customer sites, including microbiologists, quality control managers, and lab technicians. Provide ongoing technical support and product training to customers Address customer inquiries and complaints promptly and effectively Market Analysis and Strategy: Stay updated on industry trends, competitor analysis, and emerging technologies in microbiology. Develop and execute sales strategies aligned with company goals and market demands Monitor sales performance and identify areas for improvement",Area Sales Officer,N/A,22,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/LOGO2241114114720983.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25030508384631740,Office Assistant (Multi Task),ZAIN TEX,Retail,Worker,"~15,000 p.m |",Job Fair,,Salem,All,20-35,5,Fresher,Regular,15-04-2025,Multitasking,Helper (Finishing Process),N/A,6,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2210222152722879.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25030712441721987,CUSTOMER CARE EXECUTIVE,WWD Technologies India Private Limited,IT-ITES,Telecaller,"~15,000 p.m |",Job Fair,,Thanjavur,All,N/A,40,Fresher,Regular,15-04-2025,"Responsible for acting as a liaison between customers and the client. Assist and resolve complaints, orders, errors, cancellation and other queries from customers. Required candidate profile: No prior experience Degree/Diploma Day and Night Shift Typing and computer skill required Good Listening skill Tamil with average English is sufficient Six days a week Work from office only Job Types: Full-time, Permanent, Fresher Pay: ₹10,000.00 - ₹12,000.00 per month Schedule: Day shift Night shift Rotational shift Weekend availability","Customer Care Executive, Customer Care Executive (Call Centre), Customer Relationship Executive, Telecaller",N/A,7,https://www.tnprivatejobs.tn.gov.in/asset/docs/co_profilephoto/2231229122318881.jpg
https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfair_single/25030701411416100,Nurse,AASI MULTI SPECIALITY HOSPITAL,Healthcare,Nursing Assistant,"~15,000 p.m |",Job Fair,,Ramanathapuram,Female,21-40,5,2 Years,Regular,15-04-2025,B.Sc nursing OR DGNM(3 years course) candidates can apply.,General Duty Assistant,N/A,1,https://www.tnprivatejobs.tn.gov.in/asset/images/jobscommon.png
